config_label,num_inflight_agents,iterations,minimal_inflight,actual_agents_per_second,agents_per_second_per_inflight,T
limited_hbm_and_cmx_waterfall,319,319000,220.0,1.0778240785124997,0.003378758866810344,295966.66687967343
limited_hbm_and_cmx_waterfall,342,342000,220.0,1.0284114691080397,0.003007051079263274,332551.71716105315
limited_hbm_and_cmx_waterfall,365,365000,220.0,1.0000215315558336,0.002739785017961188,364992.141151334
limited_hbm_and_cmx_waterfall,387,387000,220.0,0.9694988414322228,0.002505164964941144,399175.30940861366
limited_hbm_and_cmx_waterfall,410,410000,220.0,0.929781664965218,0.002267760158451751,440963.7396058327
limited_hbm_and_cmx_waterfall,433,433000,220.0,0.8844979755378607,0.002042720497777969,489543.2346656237
limited_hbm_and_cmx_waterfall,455,455000,220.0,0.84918763324012,0.0018663464466815824,535806.2013502524
limited_hbm_and_cmx_waterfall,478,478000,220.0,0.8400359411680587,0.0017573973664603737,569023.2721892202
limited_hbm_and_cmx_waterfall,501,501000,220.0,0.8391396246580882,0.0016749293905351063,597040.093541209
limited_hbm_and_cmx_waterfall,524,524000,220.0,0.8380541289548703,0.0015993399407535692,625257.9420537855
limited_hbm_and_cmx_waterfall,546,546000,220.0,0.8378104860917581,0.0015344514397284948,651698.6944708655
limited_hbm_and_cmx_waterfall,569,569000,220.0,0.8355893312209559,0.0014685225504761966,680956.5162453452
limited_hbm_and_cmx_waterfall,592,592000,220.0,0.8339455949796855,0.0014086918834116308,709878.4423873848
limited_hbm_and_cmx_waterfall,615,615000,220.0,0.8306111515053761,0.0013505872382201238,740418.6650822005
limited_hbm_and_cmx_waterfall,637,637000,220.0,0.8274465431534841,0.0012989741650761132,769838.2515108798
limited_hbm_and_cmx_waterfall,660,660000,220.0,0.8229065019173185,0.0012468280332080584,802035.2232753575
inifinite_storage,1,1000,220.0,0.00917290421263324,0.00917290421263324,109016.7276164037
inifinite_storage,24,24000,220.0,0.21788294921349655,0.009078456217229023,110150.8864582293
inifinite_storage,46,46000,220.0,0.41761417208929813,0.009078568958463002,110149.51856127108
inifinite_storage,69,69000,220.0,0.6267169757622854,0.009082854721192541,110097.5442959308
inifinite_storage,92,92000,220.0,0.8354718539619895,0.009081215803934669,110117.41396639032
inifinite_storage,115,115000,220.0,1.0452790499145446,0.00908938304273517,110018.4682830883
inifinite_storage,137,137000,220.0,1.2435365285726327,0.00907690896768345,110169.66277400196
inifinite_storage,160,160000,220.0,1.4482162195059456,0.00905135137191216,110480.74026859297
inifinite_storage,183,183000,220.0,1.653368032869117,0.009034797993820311,110683.16089457534
inifinite_storage,206,206000,220.0,1.8354106771046683,0.008909760568469264,112236.4616103039
inifinite_storage,228,228000,220.0,1.9575647019594784,0.008585810096313502,116471.24601898323
inifinite_storage,251,251000,220.0,1.9953281412687796,0.00794951450704693,125793.8455378048
inifinite_storage,274,274000,220.0,1.9970508171168149,0.007288506631813193,137202.31736295007
inifinite_storage,296,296000,220.0,1.9998907243171165,0.006756387582152421,148008.086842381
inifinite_storage,319,319000,220.0,2.0001014557710546,0.006269910519658479,159491.90931268185
inifinite_storage,342,342000,220.0,2.0006373729470375,0.005849816879962098,170945.52197443813
inifinite_storage,365,365000,220.0,1.996977551918192,0.005471171375118334,182776.2158114397
inifinite_storage,387,387000,220.0,1.9980118116346308,0.005162821218694136,193692.54863582822
inifinite_storage,410,410000,220.0,1.9991528009889792,0.004875982441436535,205086.87469870906
inifinite_storage,433,433000,220.0,1.9995851074418947,0.004617979462914306,216544.9214382001
inifinite_storage,455,455000,220.0,1.9998354309439568,0.004395242705371334,227518.72127059582
inifinite_storage,478,478000,220.0,1.9990029266687124,0.004182014490938728,239119.20969349198
inifinite_storage,501,501000,220.0,1.9981765633228745,0.0039883763738979535,250728.5938570215
inifinite_storage,524,524000,220.0,1.9969633225450323,0.0038109987071470084,262398.40966742823
inifinite_storage,546,546000,220.0,1.9981699476914208,0.003659651918848756,273250.0309249568
inifinite_storage,569,569000,220.0,1.999967752105466,0.003514881813893613,284504.58733696345
inifinite_storage,592,592000,220.0,1.9988793643555032,0.003376485412762674,296165.94705847994
inifinite_storage,615,615000,220.0,1.9987790765511884,0.003250047278945022,307687.83164428425
inifinite_storage,637,637000,220.0,1.9984688054102615,0.003137313666264147,318744.0295667921
inifinite_storage,660,660000,220.0,1.9987807687427035,0.003028455710216217,330201.2958705626
cmx_only,1,1000,220.0,0.008997068590164874,0.008997068590164874,111147.31314743424
cmx_only,24,24000,220.0,0.21392316479653864,0.008913465199855777,112189.813678319
cmx_only,46,46000,220.0,0.40420427946447746,0.008787049553575597,113803.84210910514
cmx_only,69,69000,220.0,0.578099898868919,0.008378259403897376,119356.5335939375
cmx_only,92,92000,220.0,0.6660318467766755,0.007239476595398647,138131.5329668435
cmx_only,115,115000,220.0,0.6734227817666396,0.005855850276231649,170769.39348311326
cmx_only,137,137000,220.0,0.6735073584112043,0.004916112105191273,203412.7738755243
cmx_only,160,160000,220.0,0.6732202991298557,0.004207626869561598,237663.65958780755
cmx_only,183,183000,220.0,0.6728700522807284,0.0036768855315886797,271969.3042954013
cmx_only,206,206000,220.0,0.6728989806139215,0.003266499905892823,306138.0770885628
cmx_only,228,228000,220.0,0.6735761546467939,0.0029542813800297976,338491.7925420881
cmx_only,251,251000,220.0,0.6719646478441038,0.0026771499914107722,373531.5552764498
cmx_only,274,274000,220.0,0.673772544594425,0.0024590238853811133,406665.42767030274
cmx_only,296,296000,220.0,0.6732831715978839,0.0022746053094523104,439636.7122878054
cmx_only,319,319000,220.0,0.6729023883961499,0.0021094118758499996,474065.78651077533
cmx_only,342,342000,220.0,0.6727493305407374,0.001967103305674671,508361.70988845103
cmx_only,365,365000,220.0,0.6730390486818622,0.0018439425991283894,542316.230707338
cmx_only,387,387000,220.0,0.6728061830323072,0.0017385172688173312,575202.7994983762
cmx_only,410,410000,220.0,0.6729001537298834,0.001641219887146057,609302.8775924203
cmx_only,433,433000,220.0,0.6733628298144669,0.0015551104614652815,643041.1374493382
cmx_only,455,455000,220.0,0.673593714511068,0.0014804257461781714,675481.3624267032
cmx_only,478,478000,220.0,0.673028189733355,0.0014080087651325418,710222.851422282
cmx_only,501,501000,220.0,0.6739717387083493,0.001345252971473751,743354.611515543
cmx_only,524,524000,220.0,0.6728433314075088,0.0012840521591746352,778784.5632709978
cmx_only,546,546000,220.0,0.6735455872610412,0.0012335999766685736,810635.5535937774
cmx_only,569,569000,220.0,0.6725926496943583,0.0011820608957721587,845980.1043894351
cmx_only,592,592000,220.0,0.673328955801025,0.001137379992907137,879213.6368110412
cmx_only,615,615000,220.0,0.6731837141360676,0.0010946076652618986,913569.337887596
cmx_only,637,637000,220.0,0.6733469749912618,0.0010570596153708976,946020.4376922707
cmx_only,660,660000,220.0,0.6734930636421275,0.0010204440358214052,979965.5492082436
limited_hbm_and_cmx_neighbours,1,1000,220.0,0.009233035021802768,0.009233035021802768,108306.74828359397
limited_hbm_and_cmx_neighbours,24,24000,220.0,0.21813468066476166,0.009088945027698402,110023.7703003503
limited_hbm_and_cmx_neighbours,46,46000,220.0,0.41818274651857484,0.00909092927214293,109999.75580761262
limited_hbm_and_cmx_neighbours,69,69000,220.0,0.6277527997770453,0.00909786666343544,109915.87775396025
limited_hbm_and_cmx_neighbours,92,92000,220.0,0.836011547046891,0.00908708203311838,110046.32690179795
limited_hbm_and_cmx_neighbours,115,115000,220.0,1.0441943937582343,0.009079951250071603,110132.74988586686
limited_hbm_and_cmx_neighbours,137,137000,220.0,1.244289676052692,0.009082406394545198,110102.9789418573
limited_hbm_and_cmx_neighbours,160,160000,220.0,1.4487476068914016,0.00905467254307126,110440.21694249027
limited_hbm_and_cmx_neighbours,183,183000,220.0,1.6425599880719701,0.008975737639737542,111411.45609835816
limited_hbm_and_cmx_neighbours,206,206000,220.0,1.8039916895715356,0.008757241211512308,114191.21340238927
limited_hbm_and_cmx_neighbours,228,228000,220.0,1.8325367457594657,0.008037441867366078,124417.69614038982
limited_hbm_and_cmx_neighbours,251,251000,220.0,1.6641500417170152,0.006630079847478148,150827.74612139328
limited_hbm_and_cmx_neighbours,274,274000,220.0,1.5067369713875693,0.005499040041560472,181849.92152125307
limited_hbm_and_cmx_neighbours,296,296000,220.0,1.391711737506219,0.004701728842926415,212687.72262451175
limited_hbm_and_cmx_neighbours,319,319000,220.0,1.3002326503709871,0.004075964421225665,245340.70876391372
limited_hbm_and_cmx_neighbours,342,342000,220.0,1.2278265108132576,0.003590135996529993,278540.9803323716
limited_hbm_and_cmx_neighbours,365,365000,220.0,1.1718274499518977,0.0032104861642517743,311479.30526374246
limited_hbm_and_cmx_neighbours,387,387000,220.0,1.1262531111209098,0.0029102147574183715,343617.2527992718
limited_hbm_and_cmx_neighbours,410,410000,220.0,1.0871934004435497,0.002651691220594024,377117.8153148552
limited_hbm_and_cmx_neighbours,433,433000,220.0,1.0556770069323724,0.002438053133793008,410163.33325116965
limited_hbm_and_cmx_neighbours,455,455000,220.0,1.027963106924858,0.0022592595756590287,442622.8888321957
limited_hbm_and_cmx_neighbours,478,478000,220.0,1.002716039146136,0.002097732299468904,476705.24988015695
limited_hbm_and_cmx_neighbours,501,501000,220.0,0.9816288913874014,0.0019593391045656713,510376.1761656214
limited_hbm_and_cmx_neighbours,524,524000,220.0,0.9624304219879156,0.0018366992786028925,544454.9424338328
limited_hbm_and_cmx_neighbours,546,546000,220.0,0.9466234597352814,0.001733742600247768,576786.8885825904
limited_hbm_and_cmx_neighbours,569,569000,220.0,0.9312051856235725,0.0016365644738551362,611036.1161906275
limited_hbm_and_cmx_neighbours,592,592000,220.0,0.9182668286230927,0.00155112639970117,644692.7859603533
limited_hbm_and_cmx_neighbours,615,615000,220.0,0.9063727171537629,0.001473776775859777,678528.8086905946
limited_hbm_and_cmx_neighbours,637,637000,220.0,0.8956196494798481,0.00140599631001546,711239.4199590781
limited_hbm_and_cmx_neighbours,660,660000,220.0,0.8855164889654841,0.0013416916499477032,745327.7361001526
