config_label,num_inflight_agents,iterations,minimal_inflight,actual_agents_per_second,agents_per_second_per_inflight,T
inifinite_storage,440,440000,220.0,0.3631102554299229,0.0008252505805225522,1211753.1615267643
cmx_only,1,1000,220.0,0.0018033338669868795,0.0018033338669868795,554528.4865474529
cmx_only,24,24000,220.0,0.04297236079282362,0.0017905150330343176,558498.5222410214
cmx_only,47,47000,220.0,0.0843260032105583,0.0017941702810757086,557360.6978934254
cmx_only,70,70000,220.0,0.12560850118280584,0.001794407159754369,557287.1210215674
cmx_only,93,93000,220.0,0.16688002034105237,0.0017944088208715308,557286.6051306566
cmx_only,117,117000,220.0,0.20985629950716728,0.0017936435855313443,557524.3644091993
cmx_only,140,140000,220.0,0.25073528793603084,0.0017909663424002203,558357.7850267238
cmx_only,163,163000,220.0,0.29043554357656,0.0017818131507764416,561226.0744423402
cmx_only,186,186000,220.0,0.3265939178295441,0.0017558812786534629,569514.5862975841
cmx_only,209,209000,220.0,0.35322902927544797,0.0016900910491648227,591684.0992052831
cmx_only,232,232000,220.0,0.3629864157126265,0.0015645966194509763,639142.3754647407
cmx_only,255,255000,220.0,0.3639268633872081,0.0014271641701459141,700690.2365673597
cmx_only,278,278000,220.0,0.36319456750766893,0.0013064552788045645,765429.9509700953
cmx_only,301,301000,220.0,0.3633342629451271,0.0012070905745685287,828438.2473597289
cmx_only,324,324000,220.0,0.3638145744701865,0.001122884489105514,890563.5527983798
cmx_only,348,348000,220.0,0.36355164723628947,0.0010446886414835904,957223.0043392385
cmx_only,371,371000,220.0,0.36355924665400113,0.0009799440610619976,1020466.4120483234
cmx_only,394,394000,220.0,0.3638648355913497,0.0009235148111455576,1082819.6667030903
cmx_only,417,417000,220.0,0.3633550017311616,0.0008713549202186129,1147637.979423025
cmx_only,440,440000,220.0,0.3633697105057165,0.0008258402511493556,1210887.9394147466
limited_hbm_and_cmx_neighbours,1,1000,220.0,0.0017950326332225777,0.0017950326332225777,557092.9360792314
limited_hbm_and_cmx_neighbours,24,24000,220.0,0.04323318614183567,0.0018013827559098196,555129.1066372691
limited_hbm_and_cmx_neighbours,47,47000,220.0,0.08451447055577939,0.0017981802245910508,556117.7830366942
limited_hbm_and_cmx_neighbours,70,70000,220.0,0.12609875567235662,0.0018014107953193803,555120.4659138869
limited_hbm_and_cmx_neighbours,93,93000,220.0,0.16751458369935607,0.001801232082788775,555175.5432047049
limited_hbm_and_cmx_neighbours,117,117000,220.0,0.21084545703395038,0.0018020979233670973,554908.8021429868
limited_hbm_and_cmx_neighbours,140,140000,220.0,0.25196031614436604,0.001799716543888329,555643.0557889283
limited_hbm_and_cmx_neighbours,163,163000,220.0,0.2915198799786385,0.0017884655213413405,559138.5397522256
limited_hbm_and_cmx_neighbours,186,186000,220.0,0.3277405246721935,0.0017620458315709328,567522.1280189181
limited_hbm_and_cmx_neighbours,209,209000,220.0,0.3538808899063932,0.0016932099995521208,590594.1969776431
limited_hbm_and_cmx_neighbours,232,232000,220.0,0.36208880798950616,0.001560727620644423,640726.790999637
limited_hbm_and_cmx_neighbours,255,255000,220.0,0.3637666572913484,0.0014265359109464644,700998.82682696
limited_hbm_and_cmx_neighbours,278,278000,220.0,0.3633260826793126,0.0013069283549615562,765152.8840151421
limited_hbm_and_cmx_neighbours,301,301000,220.0,0.36346965340084286,0.0012075403767469863,828129.6586486964
limited_hbm_and_cmx_neighbours,324,324000,220.0,0.36339116353361306,0.0011215776652272007,891601.206945778
limited_hbm_and_cmx_neighbours,348,348000,220.0,0.3639251701353291,0.0010457619831474973,956240.536675693
limited_hbm_and_cmx_neighbours,371,371000,220.0,0.3633587093221832,0.0009794035291703052,1021029.6065066693
limited_hbm_and_cmx_neighbours,394,394000,220.0,0.36336406112555064,0.0009222438099633266,1084311.9673958728
limited_hbm_and_cmx_neighbours,417,417000,220.0,0.3632630107672916,0.0008711343183867904,1147928.6017015716
limited_hbm_and_cmx_neighbours,440,440000,220.0,0.363499604035054,0.0008261354637160318,1210455.2387836128
