config_label,num_inflight_agents,iterations,minimal_inflight,actual_agents_per_second,agents_per_second_per_inflight,T
inifinite_storage,1,1000,220.0,0.0018190767339493436,0.0018190767339493436,549729.4211602221
inifinite_storage,24,24000,220.0,0.04324611807644909,0.001801921586518712,554963.1057653215
inifinite_storage,47,47000,220.0,0.08466242876725459,0.0018013282716437147,555145.8974701477
inifinite_storage,70,70000,220.0,0.12581981464163836,0.0017974259234519764,556351.1613760911
inifinite_storage,93,93000,220.0,0.1672350228130089,0.001798226051752784,556103.610569578
inifinite_storage,117,117000,220.0,0.21088974600945037,0.001802476461619234,554792.2656929797
inifinite_storage,140,140000,220.0,0.2517670808061746,0.0017983362914726758,556069.5208909396
inifinite_storage,163,163000,220.0,0.29200214694076315,0.00179142421436051,558215.0737852859
inifinite_storage,186,186000,220.0,0.3283444843035959,0.0017652929263634188,566478.2229995359
inifinite_storage,209,209000,220.0,0.3541587876223897,0.0016945396536956446,590130.7755289682
inifinite_storage,232,232000,220.0,0.36300491773200966,0.0015646763695345244,639109.7989787435
inifinite_storage,255,255000,220.0,0.3633985057294758,0.0014250921793312777,701708.9943397546
inifinite_storage,278,278000,220.0,0.3630534672641344,0.0013059477239717064,765727.4342948088
inifinite_storage,301,301000,220.0,0.36326955249089943,0.0012068755896707621,828585.8199127234
inifinite_storage,324,324000,220.0,0.36326006778502046,0.0011211730487191989,891922.9740158095
inifinite_storage,348,348000,220.0,0.36328748278684203,0.0010439295482380518,957919.0489318017
inifinite_storage,371,371000,220.0,0.3634168957618637,0.0009795603659349425,1020866.1301292533
inifinite_storage,394,394000,220.0,0.3635209669157849,0.0009226420480096064,1083843.948102383
inifinite_storage,417,417000,220.0,0.36349922649989264,0.0008717007829733637,1147182.6336888317
inifinite_storage,440,440000,220.0,0.363108305785006,0.0008252461495113773,1211759.667818012
limited_hbm_only,1,1000,220.0,0.0017948704474471278,0.0017948704474471278,557143.2753947872
limited_hbm_only,24,24000,220.0,0.04324595991431863,0.0018019149964299428,554965.1354149653
limited_hbm_only,47,47000,220.0,0.08472755069319722,0.001802713844536111,554719.2101680054
limited_hbm_only,70,70000,220.0,0.12592608612851294,0.001798944087550185,555881.6457502063
limited_hbm_only,93,93000,220.0,0.16558349576242104,0.0017804676963701187,561650.1787921924
limited_hbm_only,117,117000,220.0,0.20441771660302788,0.0017471599709660503,572357.4352765614
limited_hbm_only,140,140000,220.0,0.23091718597442945,0.0016494084712459247,606277.9580879825
limited_hbm_only,163,163000,220.0,0.20950671283152353,0.0012853172566351136,778018.0300527064
limited_hbm_only,186,186000,220.0,0.17229311526329477,0.0009263070713080364,1079555.6149516401
limited_hbm_only,209,209000,220.0,0.1486441618839474,0.0007112160855691264,1406042.4395488526
limited_hbm_only,232,232000,220.0,0.094754411563529,0.00040842418777383186,2448434.8134488007
limited_hbm_only,255,255000,220.0,0.09087492713366588,0.00035637226326927794,2806054.519580811
limited_hbm_only,278,278000,220.0,0.0908729277482661,0.0003268810350657054,3059216.940496389
limited_hbm_only,301,301000,220.0,0.09092931351486927,0.0003020907425743165,3310263.6362780724
limited_hbm_only,324,324000,220.0,0.0908653968841207,0.00028044875581518733,3565713.8042680034
limited_hbm_only,348,348000,220.0,0.09090682202075846,0.00026122650005965073,3828095.5407343865
limited_hbm_only,371,371000,220.0,0.09085037927553728,0.0002448797285054913,4083637.327201526
limited_hbm_only,394,394000,220.0,0.09086468488396485,0.00023062102762427627,4336118.047436604
limited_hbm_only,417,417000,220.0,0.0908544602965548,0.00021787640358886045,4589758.154292977
limited_hbm_only,440,440000,220.0,0.09086669649827113,0.00020651521931425257,4842258.131485738
